question_id,question,difficulty,question_type,intent,comparison_method,model,model_name,generated_aql,gold_aql,generation_time,generation_error,validation_valid,validation_errors,validation_warnings,privacy_allowed,sensitive_fields,executed,execution_error,gold_executed,gold_execution_error,gold_result_count,generated_result_count,functional_correct,error_category
Q003,find the number of preschools in Madison,medium,graph_count,,,DeepSeek-Coder,deepseek-coder:6.7b,"LET businesses = (
    FOR b IN Businesses
        FILTER b.city == ""Madison""

        FOR c IN 1..1 OUTBOUND b BusinessCategory
            FILTER c.category_name == ""Preschools""

            RETURN DISTINCT b._id
)

RETURN LENGTH(businesses)","
LET preschools = (
    FOR b IN Businesses
        FILTER b.city == ""Madison""

        FOR c IN 1..1 OUTBOUND b BusinessCategory
            FILTER c.category_name == ""Preschools""

            RETURN DISTINCT b._id
)

RETURN LENGTH(preschools)
",3.3185408115386963,,True,,,True,,True,,True,,1.0,1.0,True,correct
Q004,List all the restaurants rated more than 3.5,medium,graph_filter,,,DeepSeek-Coder,deepseek-coder:6.7b,"FOR b IN Businesses
    FILTER b.rating > 3.5
    LET categories = (
        FOR c IN 1..1 OUTBOUND b BusinessCategory
            RETURN c.category_name
    )
    FILTER ""Restaurants"" IN categories
    RETURN {
        business_id: b.business_id,
        name: b.name,
        rating: b.rating,
        review_count: b.review_count
    }","
FOR b IN Businesses
    FILTER b.rating > 3.5

    FOR c IN 1..1 OUTBOUND b BusinessCategory
        FILTER c.category_name == ""Restaurants""

        RETURN DISTINCT {
            business_id: b.business_id,
            name: b.name,
            city: b.city,
            rating: b.rating
        }
",3.987651824951172,,True,,No LIMIT detected. A LIMIT is recommended for queries that may return many documents.,True,,True,,True,,10605.0,10605.0,False,semantic_result_mismatch
Q005,List all the businesses with more than 4.5 stars,simple,document_filter,,,DeepSeek-Coder,deepseek-coder:6.7b,"FOR b IN Businesses
    FILTER b.rating > 4.5
    RETURN {
        business_id: b.business_id,
        name: b.name,
        city: b.city,
        state: b.state,
        rating: b.rating
    }","
FOR b IN Businesses
    FILTER b.rating > 4.5

    RETURN {
        business_id: b.business_id,
        name: b.name,
        city: b.city,
        state: b.state,
        rating: b.rating
    }
",3.1409554481506348,,True,,No LIMIT detected. A LIMIT is recommended for queries that may return many documents.,True,,True,,True,,12964.0,12964.0,True,correct
Q006,find the number of restaurants rated more than 3.5,medium,graph_count,,,DeepSeek-Coder,deepseek-coder:6.7b,"LET restaurants = (
    FOR b IN Businesses
        FILTER b.rating > 3.5
        FOR c IN 1..1 OUTBOUND b BusinessCategory
            FILTER c.category_name == ""Restaurants""
            RETURN DISTINCT b._id
)
RETURN LENGTH(restaurants)","
LET restaurants = (
    FOR b IN Businesses
        FILTER b.rating > 3.5

        FOR c IN 1..1 OUTBOUND b BusinessCategory
            FILTER c.category_name == ""Restaurants""

            RETURN DISTINCT b._id
)

RETURN LENGTH(restaurants)
",3.344066858291626,,True,,,True,,True,,True,,1.0,1.0,True,correct
Q007,Which Thai restaurant has the most number of reviews,medium,graph_sort_limit,,,DeepSeek-Coder,deepseek-coder:6.7b,"FOR b IN Businesses
    FILTER b.city == ""Dallas""

    LET categories = (
        FOR c IN 1..1 OUTBOUND b BusinessCategory
            RETURN c.category_name
    )

    FILTER ""Thai"" IN categories

    SORT b.review_count DESC
    LIMIT 1

    RETURN {
        business_id: b.business_id,
        name: b.name,
        rating: b.rating,
        review_count: b.review_count
    }","
FOR b IN Businesses

    FOR c IN 1..1 OUTBOUND b BusinessCategory
        FILTER c.category_name == ""Thai""

        SORT b.review_count DESC
        LIMIT 1

        RETURN {
            business_id: b.business_id,
            name: b.name,
            city: b.city,
            review_count: b.review_count,
            rating: b.rating
        }
",4.495704650878906,,True,,,True,,True,,True,,1.0,0.0,False,semantic_result_mismatch
Q008,find all cities which has a “Taj Mahal” restaurant,simple,document_filter,,,DeepSeek-Coder,deepseek-coder:6.7b,"FOR b IN Businesses
    FILTER b.name == ""Taj Mahal""
    RETURN DISTINCT b.city","
FOR b IN Businesses
    FILTER b.name == ""Taj Mahal""

    RETURN DISTINCT b.city
",2.414707899093628,,True,,No LIMIT detected. A LIMIT is recommended for queries that may return many documents.,True,,True,,True,,1.0,1.0,True,correct
Q009,find the total checkins in Moroccan restaurants in Los Angeles,advanced,graph_aggregation,,,DeepSeek-Coder,deepseek-coder:6.7b,"FOR b IN Businesses
    FILTER b.city == ""Los Angeles""

    LET categories = (
        FOR c IN 1..1 OUTBOUND b BusinessCategory
            RETURN c.category_name
    )

    FILTER ""Moroccan"" IN categories
    FILTER ""Restaurants"" IN categories

    FOR ch IN 1..1 OUTBOUND b BusinessCheckin
        COLLECT day = ch.day
        AGGREGATE total_checkins = SUM(ch.count)

        SORT day

        RETURN {
            day: day,
            total_checkins: total_checkins
        }","
LET values = (
    FOR b IN Businesses
        FILTER b.city == ""Los Angeles""

        LET categories = (
            FOR c IN 1..1 OUTBOUND b BusinessCategory
                RETURN c.category_name
        )

        FILTER ""Moroccan"" IN categories
        FILTER ""Restaurants"" IN categories

        FOR ch IN 1..1 OUTBOUND b BusinessCheckin
            RETURN ch.count
)

RETURN SUM(values)
",4.932849884033203,,True,,No LIMIT detected. A LIMIT is recommended for queries that may return many documents.,True,,True,,True,,1.0,0.0,False,semantic_result_mismatch
Q010,find the total checkins in Moroccan restaurants in Los Angeles on Fridays,advanced,graph_aggregation,,,DeepSeek-Coder,deepseek-coder:6.7b,"FOR b IN Businesses
    FILTER b.city == ""Los Angeles""

    LET categories = (
        FOR c IN 1..1 OUTBOUND b BusinessCategory
            RETURN c.category_name
    )

    FILTER ""Moroccan"" IN categories
    FILTER ""Restaurants"" IN categories

    FOR ch IN 1..1 OUTBOUND b BusinessCheckin
        FILTER ch.day == ""Friday""
        COLLECT total_checkins = SUM(ch.count)

        RETURN total_checkins","
LET values = (
    FOR b IN Businesses
        FILTER b.city == ""Los Angeles""

        LET categories = (
            FOR c IN 1..1 OUTBOUND b BusinessCategory
                RETURN c.category_name
        )

        FILTER ""Moroccan"" IN categories
        FILTER ""Restaurants"" IN categories

        FOR ch IN 1..1 OUTBOUND b BusinessCheckin
            FILTER ch.day == ""Friday""
            RETURN ch.count
)

RETURN SUM(values)
",4.60110878944397,,True,,No LIMIT detected. A LIMIT is recommended for queries that may return many documents.,True,,True,,True,,1.0,0.0,False,semantic_result_mismatch
Q011,find the total checkins in Moroccan restaurants in Los Angeles per day,advanced,graph_group_aggregation,,,DeepSeek-Coder,deepseek-coder:6.7b,"LET values = (
    FOR b IN Businesses
        FILTER b.city == ""Los Angeles""

        LET categories = (
            FOR c IN 1..1 OUTBOUND b BusinessCategory
                RETURN c.category_name
        )

        FILTER ""Moroccan"" IN categories
        FILTER ""Restaurants"" IN categories

        FOR ch IN 1..1 OUTBOUND b BusinessCheckin
            COLLECT day = ch.day
            AGGREGATE total_checkins = SUM(ch.count)

            SORT day

            RETURN {
                day: day,
                total_checkins: total_checkins
            }
)

RETURN SUM(values)","
FOR b IN Businesses
    FILTER b.city == ""Los Angeles""

    LET categories = (
        FOR c IN 1..1 OUTBOUND b BusinessCategory
            RETURN c.category_name
    )

    FILTER ""Moroccan"" IN categories
    FILTER ""Restaurants"" IN categories

    FOR ch IN 1..1 OUTBOUND b BusinessCheckin
        COLLECT day = ch.day
        AGGREGATE total_checkins = SUM(ch.count)

        SORT day

        RETURN {
            day: day,
            total_checkins: total_checkins
        }
",5.371759653091431,,True,,,True,,True,,True,,0.0,1.0,False,semantic_result_mismatch
Q012,find the total checkins in Italian delis in each state on Sundays,advanced,graph_group_aggregation,,,DeepSeek-Coder,deepseek-coder:6.7b,"FOR b IN Businesses
    FILTER b.city IN (
        FOR c IN 1..1 OUTBOUND b BusinessCategory
            FILTER c.category_name == ""Italian""
            RETURN c.category_name
    )
    FILTER b.name IN (
        FOR c IN 1..1 OUTBOUND b BusinessCategory
            FILTER c.category_name == ""Delis""
            RETURN c.category_name
    )
    FOR ch IN 1..1 OUTBOUND b BusinessCheckin
        FILTER ch.day == ""Sunday""
        COLLECT state = b.state
        AGGREGATE total_checkins = SUM(ch.count)
        RETURN {
            state: state,
            total_checkins: total_checkins
        }","
FOR b IN Businesses

    LET categories = (
        FOR c IN 1..1 OUTBOUND b BusinessCategory
            RETURN c.category_name
    )

    FILTER ""Italian"" IN categories
    FILTER ""Delis"" IN categories

    FOR ch IN 1..1 OUTBOUND b BusinessCheckin
        FILTER ch.day == ""Sunday""

        COLLECT state = b.state
        AGGREGATE total_checkins = SUM(ch.count)

        SORT state

        RETURN {
            state: state,
            total_checkins: total_checkins
        }
",5.790935039520264,,True,,No LIMIT detected. A LIMIT is recommended for queries that may return many documents.,True,,True,,True,,6.0,0.0,False,semantic_result_mismatch
Q013,list all the reviews by Niloofar,medium,graph_traversal,,,DeepSeek-Coder,deepseek-coder:6.7b,"FOR u IN Users
    FILTER u.name == ""Niloofar""
    FOR r IN 1..1 OUTBOUND u WritesReview
        RETURN {
            review_id: r.review_id,
            business_id: r.business_id,
            rating: r.rating,
            text: r.text,
            year: r.year,
            month: r.month
        }","
FOR u IN Users
    FILTER u.name == ""Niloofar""

    FOR r IN 1..1 OUTBOUND u WritesReview

        RETURN DISTINCT {
            review_id: r.rid,
            user_id: r.user_id,
            business_id: r.business_id,
            rating: r.rating,
            text: r.text,
            year: r.year
        }
",3.734209537506104,,False,Unknown attribute 'review_id' in collection 'Reviews'.,No LIMIT detected. A LIMIT is recommended for queries that may return many documents.,False,text,False,Blocked by PrivacyFilter,True,,1.0,,False,unknown_attribute
Q014,list all the businesses which have a review by Niloofar,advanced,graph_traversal,,,DeepSeek-Coder,deepseek-coder:6.7b,"FOR u IN Users
FILTER u.name == ""Niloofar""

FOR r IN 1..1 OUTBOUND u WritesReview

FOR b IN 1..1 INBOUND r ReviewsBusiness

RETURN DISTINCT {
    business_id: b.business_id,
    name: b.name,
    city: b.city,
    state: b.state
}","
FOR u IN Users
    FILTER u.name == ""Niloofar""

    FOR r IN 1..1 OUTBOUND u WritesReview
        FOR b IN 1..1 OUTBOUND r ReviewsBusiness

            RETURN DISTINCT {
                business_id: b.business_id,
                name: b.name,
                city: b.city,
                state: b.state,
                rating: b.rating
            }
",3.65516209602356,,False,Unknown attribute 'name' in collection 'Reviews'. | Unknown attribute 'city' in collection 'Reviews'. | Unknown attribute 'state' in collection 'Reviews'.,No LIMIT detected. A LIMIT is recommended for queries that may return many documents.,True,,False,Rejected by validator,True,,1.0,,False,unknown_attribute
Q015,How many reviews has Niloofar written in 2015,medium,graph_count,,,DeepSeek-Coder,deepseek-coder:6.7b,"FOR u IN Users
    FILTER u.name == ""Niloofar""
    FOR r IN 1..1 OUTBOUND u WritesReview
        FILTER r.year == 2015
        RETURN COUNT(r)","
LET reviews_2015 = (
    FOR u IN Users
        FILTER u.name == ""Niloofar""

        FOR r IN 1..1 OUTBOUND u WritesReview
            FILTER r.year == 2015
            RETURN DISTINCT r._id
)

RETURN LENGTH(reviews_2015)
",3.1141722202301025,,True,,,True,,True,,True,,1.0,0.0,False,semantic_result_mismatch
Q016,list all the businesses which Niloofar rated 5,advanced,graph_traversal_filter,,,DeepSeek-Coder,deepseek-coder:6.7b,"FOR u IN Users
    FILTER u.name == ""Niloofar""

    FOR r IN 1..1 OUTBOUND u WritesReview
        FILTER r.rating == 5

        FOR b IN 1..1 OUTBOUND r ReviewsBusiness
            RETURN DISTINCT {
                business_id: b.business_id,
                name: b.name,
                city: b.city,
                state: b.state,
                rating: b.rating
            }","
FOR u IN Users
    FILTER u.name == ""Niloofar""

    FOR r IN 1..1 OUTBOUND u WritesReview
        FILTER r.rating == 5

        FOR b IN 1..1 OUTBOUND r ReviewsBusiness

            RETURN DISTINCT {
                business_id: b.business_id,
                name: b.name,
                city: b.city,
                state: b.state
            }
",4.0168962478637695,,True,,No LIMIT detected. A LIMIT is recommended for queries that may return many documents.,True,,True,,True,,0.0,0.0,True,correct
Q017,what is the average rating given in Michelle reviews,medium,graph_aggregation,,,DeepSeek-Coder,deepseek-coder:6.7b,"LET ratings = (
    FOR u IN Users
        FILTER u.name == ""Michelle""
        FOR r IN 1..1 OUTBOUND u WritesReview
            RETURN r.rating
)

RETURN AVERAGE(ratings)","
LET ratings = (
    FOR u IN Users
        FILTER u.name == ""Michelle""

        FOR r IN 1..1 OUTBOUND u WritesReview
            RETURN r.rating
)

RETURN AVERAGE(ratings)
",2.9632210731506348,,True,,No LIMIT detected. A LIMIT is recommended for queries that may return many documents.,True,,True,,True,,1.0,1.0,True,correct
Q018,which business has the most number of checkins,medium,graph_sort_limit,,,DeepSeek-Coder,deepseek-coder:6.7b,"FOR b IN Businesses
    FOR ch IN 1..1 OUTBOUND b BusinessCheckin
        COLLECT business = b.business_id
        WITH COUNT INTO checkin_count
    SORT checkin_count DESC
    LIMIT 1
    RETURN {
        business_id: business,
        checkin_count: checkin_count
    }","
FOR b IN Businesses

    LET total_checkins = SUM(
        FOR ch IN 1..1 OUTBOUND b BusinessCheckin
            RETURN ch.count
    )

    SORT total_checkins DESC
    LIMIT 1

    RETURN {
        business_id: b.business_id,
        name: b.name,
        city: b.city,
        state: b.state,
        total_checkins: total_checkins
    }
",3.4118664264678955,,True,,,True,,True,,True,,1.0,1.0,False,semantic_result_mismatch
Q019,List all the reviews by Michelle for Italian restaurants,complex,multi_hop_graph,,,DeepSeek-Coder,deepseek-coder:6.7b,"FOR u IN Users
    FILTER u.name == ""Michelle""

    FOR r IN 1..1 OUTBOUND u WritesReview
        FOR b IN 1..1 OUTBOUND r ReviewsBusiness
            FOR c IN 1..1 OUTBOUND b BusinessCategory
                FILTER c.category_name == ""Italian""

                RETURN {
                    review: r.text,
                    rating: r.rating
                }","
FOR u IN Users
    FILTER u.name == ""Michelle""

    FOR r IN 1..1 OUTBOUND u WritesReview

        FOR b IN 1..1 OUTBOUND r ReviewsBusiness

            LET categories = (
                FOR c IN 1..1 OUTBOUND b BusinessCategory
                    RETURN c.category_name
            )

            FILTER ""Italian"" IN categories
            FILTER ""Restaurants"" IN categories

            RETURN DISTINCT {
                review_id: r.rid,
                user_id: r.user_id,
                business_id: b.business_id,
                business_name: b.name,
                rating: r.rating,
                text: r.text,
                year: r.year
            }
",4.1441755294799805,,True,,No LIMIT detected. A LIMIT is recommended for queries that may return many documents.,False,text,False,Blocked by PrivacyFilter,True,,350.0,,False,privacy_blocked
Q020,What is the number of checkins for “Cafe Zinho” on fridays,medium,graph_aggregation,,,DeepSeek-Coder,deepseek-coder:6.7b,"LET values = (
    FOR b IN Businesses
        FILTER b.name == ""Cafe Zinho""

        FOR ch IN 1..1 OUTBOUND b BusinessCheckin
            FILTER ch.day == ""Friday""
            RETURN ch.count
)

RETURN SUM(values)","
LET values = (
    FOR b IN Businesses
        FILTER b.name == ""Cafe Zinho""

        FOR ch IN 1..1 OUTBOUND b BusinessCheckin
            FILTER ch.day == ""Friday""
            RETURN ch.count
)

RETURN SUM(values)
",3.471848726272583,,True,,,True,,True,,True,,1.0,1.0,True,correct
Q021,find the number of reviews written for “Cafe Zinho” restaurants in Texas,advanced,multi_hop_graph_count,,,DeepSeek-Coder,deepseek-coder:6.7b,"LET reviews = (
    FOR b IN Businesses
        FILTER b.name == ""Cafe Zinho""
        FILTER b.state == ""Texas""

        FOR r IN 1..1 INBOUND b ReviewsBusiness
            RETURN DISTINCT r._id
)

RETURN LENGTH(reviews)","
LET reviews = (
    FOR b IN Businesses
        FILTER b.name == ""Cafe Zinho""
        FILTER b.state == ""Texas""

        FOR r IN 1..1 INBOUND b ReviewsBusiness
            RETURN DISTINCT r._id
)

RETURN LENGTH(reviews)
",3.462047815322876,,True,,,True,,True,,True,,1.0,1.0,True,correct
Q022,find the user with the most number of reviews,medium,graph_sort_limit,,,DeepSeek-Coder,deepseek-coder:6.7b,"FOR u IN Users
    LET count = COUNT(FOR r IN 1..1 OUTBOUND u WritesReview RETURN r)
    SORT count DESC
    LIMIT 1
    RETURN {
        user_id: u.user_id,
        name: u.name,
        review_count: count
    }","
FOR u IN Users

    LET review_count = LENGTH(
        FOR r IN 1..1 OUTBOUND u WritesReview
            RETURN 1
    )

    SORT review_count DESC
    LIMIT 1

    RETURN {
        user_id: u.user_id,
        name: u.name,
        review_count: review_count
    }
",3.3473005294799805,,True,,,True,,True,,True,,1.0,1.0,True,correct
Q023,how many users reviewed Sushi Too in Pittsburgh,advanced,multi_hop_graph_count,,,DeepSeek-Coder,deepseek-coder:6.7b,"LET users = (
    FOR b IN Businesses
        FILTER b.name == ""Sushi Too""
        FILTER b.city == ""Pittsburgh""

        FOR r IN 1..1 INBOUND b ReviewsBusiness
            FOR u IN 1..1 INBOUND r WritesReview
                RETURN DISTINCT u.user_id
)

RETURN LENGTH(users)","
LET users = (
    FOR b IN Businesses
        FILTER b.name == ""Sushi Too""
        FILTER b.city == ""Pittsburgh""

        FOR r IN 1..1 INBOUND b ReviewsBusiness
            FOR u IN 1..1 INBOUND r WritesReview
                RETURN DISTINCT u._id
)

RETURN LENGTH(users)
",4.202586889266968,,True,,,True,,True,,True,,1.0,1.0,True,correct
Q024,What is the number of pet groomers in Edinburgh,medium,graph_count,,,DeepSeek-Coder,deepseek-coder:6.7b,"LET businesses = (
    FOR b IN Businesses
        FILTER b.city == ""Edinburgh""
        FOR c IN 1..1 OUTBOUND b BusinessCategory
            FILTER c.category_name == ""Pet Groomers""
            RETURN DISTINCT b._id
)

RETURN LENGTH(businesses)","
LET businesses = (
    FOR b IN Businesses
        FILTER b.city == ""Edinburgh""

        FOR c IN 1..1 OUTBOUND b BusinessCategory
            FILTER c.category_name == ""Pet Groomers""
            RETURN DISTINCT b._id
)

RETURN LENGTH(businesses)
",3.53377628326416,,True,,,True,,True,,True,,1.0,1.0,True,correct
Q025,How many pet groomers exist in Edinburgh,medium,graph_count,,,DeepSeek-Coder,deepseek-coder:6.7b,"LET businesses = (
    FOR b IN Businesses
        FILTER b.city == ""Edinburgh""

        FOR c IN 1..1 OUTBOUND b BusinessCategory
            FILTER c.category_name == ""Pet Groomers""
            RETURN DISTINCT b._id
)

RETURN LENGTH(businesses)","
LET businesses = (
    FOR b IN Businesses
        FILTER b.city == ""Edinburgh""

        FOR c IN 1..1 OUTBOUND b BusinessCategory
            FILTER c.category_name == ""Pet Groomers""
            RETURN DISTINCT b._id
)

RETURN LENGTH(businesses)
",3.584341287612915,,True,,,True,,True,,True,,1.0,1.0,True,correct
Q026,What is the number of restaurants in Pittsburgh rated 4.5,medium,graph_count,,,DeepSeek-Coder,deepseek-coder:6.7b,"FOR b IN Businesses
    FILTER b.city == ""Pittsburgh""
    FILTER b.rating == 4.5
    RETURN COUNT(b)","
LET restaurants = (
    FOR b IN Businesses
        FILTER b.city == ""Pittsburgh""
        FILTER b.rating == 4.5

        FOR c IN 1..1 OUTBOUND b BusinessCategory
            FILTER c.category_name == ""Restaurants""
            RETURN DISTINCT b._id
)

RETURN LENGTH(restaurants)
",2.7623250484466557,,True,,,True,,True,,True,,1.0,664.0,False,semantic_result_mismatch
Q027,List all 5 star Italian restaurants,medium,graph_filter,,,DeepSeek-Coder,deepseek-coder:6.7b,"FOR b IN Businesses
    FILTER b.rating == 5

    FOR c IN 1..1 OUTBOUND b BusinessCategory
        FILTER c.category_name == ""Italian""

        RETURN DISTINCT {
            business_id: b.business_id,
            name: b.name,
            city: b.city,
            rating: b.rating
        }","
FOR b IN Businesses
    FILTER b.rating == 5

    LET categories = (
        FOR c IN 1..1 OUTBOUND b BusinessCategory
            RETURN c.category_name
    )

    FILTER ""Italian"" IN categories
    FILTER ""Restaurants"" IN categories

    RETURN {
        business_id: b.business_id,
        name: b.name,
        city: b.city,
        state: b.state,
        rating: b.rating
    }
",3.835477828979492,,True,,No LIMIT detected. A LIMIT is recommended for queries that may return many documents.,True,,True,,True,,36.0,36.0,False,semantic_result_mismatch
Q028,How many tips have been written in 2015,simple,document_count,,,DeepSeek-Coder,deepseek-coder:6.7b,"LET tips = (
    FOR t IN Tips
        FILTER t.year == 2015
        RETURN DISTINCT t._id
)

RETURN LENGTH(tips)","
RETURN LENGTH(
    FOR t IN Tips
        FILTER t.year == 2015
        RETURN 1
)
",2.750490665435791,,True,,,True,,True,,True,,1.0,1.0,True,correct
Q029,What is the total likes on tips from Niloofar,medium,graph_aggregation,,,DeepSeek-Coder,deepseek-coder:6.7b,"LET likes = (
    FOR u IN Users
        FILTER u.name == ""Niloofar""

        FOR t IN 1..1 OUTBOUND u WritesTip
            RETURN t.likes
)

RETURN SUM(likes)","
LET likes = (
    FOR u IN Users
        FILTER u.name == ""Niloofar""

        FOR t IN 1..1 OUTBOUND u WritesTip
            RETURN t.likes
)

RETURN SUM(likes)
",2.8470382690429688,,True,,,True,,True,,True,,1.0,1.0,True,correct
Q030,What is the total likes on tips about “Cafe Zinho”,medium,graph_aggregation,,,DeepSeek-Coder,deepseek-coder:6.7b,"LET likes = (
    FOR b IN Businesses
        FILTER b.name == ""Cafe Zinho""

        FOR t IN 1..1 INBOUND b TipsBusiness
            RETURN t.likes
)

RETURN SUM(likes)","
LET likes = (
    FOR b IN Businesses
        FILTER b.name == ""Cafe Zinho""

        FOR t IN 1..1 INBOUND b TipsBusiness
            RETURN t.likes
)

RETURN SUM(likes)
",2.917498588562012,,True,,,True,,True,,True,,1.0,1.0,True,correct
Q031,What is the total likes on tips from Niloofar about “Cafe Zinho”,complex,multi_hop_graph_aggregation,,,DeepSeek-Coder,deepseek-coder:6.7b,"LET likes = (
    FOR u IN Users
        FILTER u.name == ""Niloofar""

        FOR t IN 1..1 OUTBOUND u WritesTip
            FOR b IN Businesses
                FILTER b.name == ""Cafe Zinho""
                FOR tip_b IN 1..1 INBOUND b TipsBusiness
                    RETURN tip_b.likes
)

RETURN SUM(likes)","
LET likes = (
    FOR u IN Users
        FILTER u.name == ""Niloofar""

        FOR t IN 1..1 OUTBOUND u WritesTip
            FOR b IN 1..1 OUTBOUND t TipsBusiness
                FILTER b.name == ""Cafe Zinho""
                RETURN t.likes
)

RETURN SUM(likes)
",3.769935131072998,,True,,,True,,True,,True,,1.0,1.0,True,correct
Q032,How many tips has Michelle written in 2014,medium,graph_count,,,DeepSeek-Coder,deepseek-coder:6.7b,"LET tips = (
    FOR u IN Users
        FILTER u.name == ""Michelle""
        FOR t IN 1..1 OUTBOUND u WritesTip
            FILTER t.year == 2014
            RETURN DISTINCT t._id
)
RETURN LENGTH(tips)","
LET tips = (
    FOR u IN Users
        FILTER u.name == ""Michelle""

        FOR t IN 1..1 OUTBOUND u WritesTip
            FILTER t.year == 2014
            RETURN DISTINCT t._id
)

RETURN LENGTH(tips)
",3.3368706703186035,,True,,,True,,True,,True,,1.0,1.0,True,correct
Q033,How many tips has Michelle written in April,medium,graph_count,,,DeepSeek-Coder,deepseek-coder:6.7b,"LET tips = (
    FOR u IN Users
        FILTER u.name == ""Michelle""
        FOR t IN 1..1 OUTBOUND u WritesTip
            FILTER t.month == ""April""
            RETURN DISTINCT t._id
)

RETURN LENGTH(tips)","
LET tips = (
    FOR u IN Users
        FILTER u.name == ""Michelle""

        FOR t IN 1..1 OUTBOUND u WritesTip
            FILTER t.month == 4
                OR LOWER(TO_STRING(t.month)) == ""april""

            RETURN DISTINCT t._id
)

RETURN LENGTH(tips)
",3.002316474914551,,True,,,True,,True,,True,,1.0,1.0,True,correct
Q034,what is the number of restaurants in Texas,medium,graph_count,,,DeepSeek-Coder,deepseek-coder:6.7b,"RETURN LENGTH(
    FOR b IN Businesses
        FILTER b.state == ""Texas""
        LET categories = (
            FOR c IN 1..1 OUTBOUND b BusinessCategory
                RETURN c.category_name
        )
        FILTER ""Restaurants"" IN categories
        RETURN b._id
)","
LET restaurants = (
    FOR b IN Businesses
        FILTER b.state == ""Texas""

        FOR c IN 1..1 OUTBOUND b BusinessCategory
            FILTER c.category_name == ""Restaurants""
            RETURN DISTINCT b._id
)

RETURN LENGTH(restaurants)
",3.227588415145874,,True,,,True,,True,,True,,1.0,1.0,True,correct
Q035,which neighborhood has the most number of businesses in Madison,advanced,graph_group_sort,,,DeepSeek-Coder,deepseek-coder:6.7b,"LET neighborhoods = (
    FOR b IN Businesses
        FILTER b.city == ""Madison""

        FOR n IN 1..1 OUTBOUND b BusinessNeighborhood
            COLLECT n.neighborhood_name INTO grouped
            SORT grouped DESC
            LIMIT 1

            RETURN n.neighborhood_name
)

RETURN neighborhoods[0]","
FOR b IN Businesses
    FILTER b.city == ""Madison""

    FOR n IN 1..1 OUTBOUND b BusinessNeighborhood

        COLLECT neighborhood = n.neighborhood_name
        WITH COUNT INTO business_count

        SORT business_count DESC
        LIMIT 1

        RETURN {
            neighborhood: neighborhood,
            business_count: business_count
        }
",3.65885591506958,,True,,,True,,False,"[HTTP 400][ERR 1501] syntax error, unexpected '.', expecting assignment near '.neighborhood_name INTO grouped
...' at position 6:22",True,,1.0,,False,execution_error
Q036,List all the neighborhoods with Italian restaurants in Madison,advanced,multi_relation_graph,,,DeepSeek-Coder,deepseek-coder:6.7b,"FOR b IN Businesses
    FILTER b.city == ""Madison""
    LET categories = (
        FOR c IN 1..1 OUTBOUND b BusinessCategory
            RETURN c.category_name
    )
    FILTER ""Italian"" IN categories
    FILTER ""Restaurants"" IN categories
    FOR n IN 1..1 OUTBOUND b BusinessNeighborhood
        RETURN DISTINCT n.neighborhood_name","
FOR b IN Businesses
    FILTER b.city == ""Madison""

    LET categories = (
        FOR c IN 1..1 OUTBOUND b BusinessCategory
            RETURN c.category_name
    )

    FILTER ""Italian"" IN categories
    FILTER ""Restaurants"" IN categories

    FOR n IN 1..1 OUTBOUND b BusinessNeighborhood
        RETURN DISTINCT n.neighborhood_name
",4.09997034072876,,True,,No LIMIT detected. A LIMIT is recommended for queries that may return many documents.,True,,True,,True,,11.0,11.0,True,correct
Q037,List all the neighborhoods with Italian restaurants rated less than 2.5 in Madison,advanced,multi_relation_graph_filter,,,DeepSeek-Coder,deepseek-coder:6.7b,"FOR b IN Businesses
    FILTER b.city == ""Madison""
    LET categories = (
        FOR c IN 1..1 OUTBOUND b BusinessCategory
            RETURN c.category_name
    )
    FILTER ""Italian"" IN categories
    FILTER ""Restaurants"" IN categories
    FILTER b.rating < 2.5
    FOR n IN 1..1 OUTBOUND b BusinessNeighborhood
        RETURN DISTINCT n.neighborhood_name","
FOR b IN Businesses
    FILTER b.city == ""Madison""
    FILTER b.rating < 2.5

    LET categories = (
        FOR c IN 1..1 OUTBOUND b BusinessCategory
            RETURN c.category_name
    )

    FILTER ""Italian"" IN categories
    FILTER ""Restaurants"" IN categories

    FOR n IN 1..1 OUTBOUND b BusinessNeighborhood
        RETURN DISTINCT n.neighborhood_name
",4.401524066925049,,True,,No LIMIT detected. A LIMIT is recommended for queries that may return many documents.,True,,True,,True,,1.0,1.0,True,correct
