question_id,question,model,model_name,generated_aql,generation_time,generation_error
Q023,how many users reviewed Sushi Too in Pittsburgh,DeepSeek-Coder,deepseek-coder:6.7b,"LET users = (
    FOR b IN Businesses
        FILTER b.name == ""Sushi Too""
        FILTER b.city == ""Pittsburgh""

        FOR r IN 1..1 INBOUND b ReviewsBusiness
            FOR u IN 1..1 INBOUND r WritesReview
                RETURN DISTINCT u.user_id
)

RETURN LENGTH(users)",4.202586889266968,
Q024,What is the number of pet groomers in Edinburgh,DeepSeek-Coder,deepseek-coder:6.7b,"LET businesses = (
    FOR b IN Businesses
        FILTER b.city == ""Edinburgh""
        FOR c IN 1..1 OUTBOUND b BusinessCategory
            FILTER c.category_name == ""Pet Groomers""
            RETURN DISTINCT b._id
)

RETURN LENGTH(businesses)",3.53377628326416,
Q025,How many pet groomers exist in Edinburgh,DeepSeek-Coder,deepseek-coder:6.7b,"LET businesses = (
    FOR b IN Businesses
        FILTER b.city == ""Edinburgh""

        FOR c IN 1..1 OUTBOUND b BusinessCategory
            FILTER c.category_name == ""Pet Groomers""
            RETURN DISTINCT b._id
)

RETURN LENGTH(businesses)",3.584341287612915,
Q026,What is the number of restaurants in Pittsburgh rated 4.5,DeepSeek-Coder,deepseek-coder:6.7b,"FOR b IN Businesses
    FILTER b.city == ""Pittsburgh""
    FILTER b.rating == 4.5
    RETURN COUNT(b)",2.7623250484466553,
Q027,List all 5 star Italian restaurants,DeepSeek-Coder,deepseek-coder:6.7b,"FOR b IN Businesses
    FILTER b.rating == 5

    FOR c IN 1..1 OUTBOUND b BusinessCategory
        FILTER c.category_name == ""Italian""

        RETURN DISTINCT {
            business_id: b.business_id,
            name: b.name,
            city: b.city,
            rating: b.rating
        }",3.835477828979492,
Q028,How many tips have been written in 2015,DeepSeek-Coder,deepseek-coder:6.7b,"LET tips = (
    FOR t IN Tips
        FILTER t.year == 2015
        RETURN DISTINCT t._id
)

RETURN LENGTH(tips)",2.750490665435791,
Q029,What is the total likes on tips from Niloofar,DeepSeek-Coder,deepseek-coder:6.7b,"LET likes = (
    FOR u IN Users
        FILTER u.name == ""Niloofar""

        FOR t IN 1..1 OUTBOUND u WritesTip
            RETURN t.likes
)

RETURN SUM(likes)",2.8470382690429688,
Q030,What is the total likes on tips about “Cafe Zinho”,DeepSeek-Coder,deepseek-coder:6.7b,"LET likes = (
    FOR b IN Businesses
        FILTER b.name == ""Cafe Zinho""

        FOR t IN 1..1 INBOUND b TipsBusiness
            RETURN t.likes
)

RETURN SUM(likes)",2.9174985885620117,
Q031,What is the total likes on tips from Niloofar about “Cafe Zinho”,DeepSeek-Coder,deepseek-coder:6.7b,"LET likes = (
    FOR u IN Users
        FILTER u.name == ""Niloofar""

        FOR t IN 1..1 OUTBOUND u WritesTip
            FOR b IN Businesses
                FILTER b.name == ""Cafe Zinho""
                FOR tip_b IN 1..1 INBOUND b TipsBusiness
                    RETURN tip_b.likes
)

RETURN SUM(likes)",3.769935131072998,
Q032,How many tips has Michelle written in 2014,DeepSeek-Coder,deepseek-coder:6.7b,"LET tips = (
    FOR u IN Users
        FILTER u.name == ""Michelle""
        FOR t IN 1..1 OUTBOUND u WritesTip
            FILTER t.year == 2014
            RETURN DISTINCT t._id
)
RETURN LENGTH(tips)",3.3368706703186035,
Q033,How many tips has Michelle written in April,DeepSeek-Coder,deepseek-coder:6.7b,"LET tips = (
    FOR u IN Users
        FILTER u.name == ""Michelle""
        FOR t IN 1..1 OUTBOUND u WritesTip
            FILTER t.month == ""April""
            RETURN DISTINCT t._id
)

RETURN LENGTH(tips)",3.002316474914551,
Q034,what is the number of restaurants in Texas,DeepSeek-Coder,deepseek-coder:6.7b,"RETURN LENGTH(
    FOR b IN Businesses
        FILTER b.state == ""Texas""
        LET categories = (
            FOR c IN 1..1 OUTBOUND b BusinessCategory
                RETURN c.category_name
        )
        FILTER ""Restaurants"" IN categories
        RETURN b._id
)",3.227588415145874,
Q035,which neighborhood has the most number of businesses in Madison,DeepSeek-Coder,deepseek-coder:6.7b,"LET neighborhoods = (
    FOR b IN Businesses
        FILTER b.city == ""Madison""

        FOR n IN 1..1 OUTBOUND b BusinessNeighborhood
            COLLECT n.neighborhood_name INTO grouped
            SORT grouped DESC
            LIMIT 1

            RETURN n.neighborhood_name
)

RETURN neighborhoods[0]",3.65885591506958,
Q036,List all the neighborhoods with Italian restaurants in Madison,DeepSeek-Coder,deepseek-coder:6.7b,"FOR b IN Businesses
    FILTER b.city == ""Madison""
    LET categories = (
        FOR c IN 1..1 OUTBOUND b BusinessCategory
            RETURN c.category_name
    )
    FILTER ""Italian"" IN categories
    FILTER ""Restaurants"" IN categories
    FOR n IN 1..1 OUTBOUND b BusinessNeighborhood
        RETURN DISTINCT n.neighborhood_name",4.09997034072876,
Q037,List all the neighborhoods with Italian restaurants rated less than 2.5 in Madison,DeepSeek-Coder,deepseek-coder:6.7b,"FOR b IN Businesses
    FILTER b.city == ""Madison""
    LET categories = (
        FOR c IN 1..1 OUTBOUND b BusinessCategory
            RETURN c.category_name
    )
    FILTER ""Italian"" IN categories
    FILTER ""Restaurants"" IN categories
    FILTER b.rating < 2.5
    FOR n IN 1..1 OUTBOUND b BusinessNeighborhood
        RETURN DISTINCT n.neighborhood_name",4.401524066925049,
Q038,Which neighborhood in Madison has the Italian restaurant with the highest stars,DeepSeek-Coder,deepseek-coder:6.7b,"FOR b IN Businesses
    FILTER b.city == ""Madison""
    
    LET categories = (
        FOR c IN 1..1 OUTBOUND b BusinessCategory
            RETURN c.category_name
    )
    
    FILTER ""Italian"" IN categories
    FILTER ""Restaurants"" IN categories

    FOR n IN 1..1 OUTBOUND b BusinessNeighborhood
        RETURN {neighborhood: n.neighborhood_name, rating: b.rating}

    SORT rating DESC
    LIMIT 1",4.704136610031128,
Q039,List all businesses with rating 3.5,DeepSeek-Coder,deepseek-coder:6.7b,"FOR b IN Businesses
    FILTER b.rating == 3.5
    RETURN {
        business_id: b.business_id,
        name: b.name,
        city: b.city,
        state: b.state,
        rating: b.rating
    }",3.1819849014282227,
Q040,find all the restaurants in Texas,DeepSeek-Coder,deepseek-coder:6.7b,"FOR b IN Businesses
FILTER b.state == ""Texas""

LET categories = (
    FOR c IN 1..1 OUTBOUND b BusinessCategory
        RETURN c.category_name
)

FILTER ""Restaurants"" IN categories

RETURN {
    business_id: b.business_id,
    name: b.name,
    city: b.city,
    state: b.state,
    rating: b.rating
}",4.033758640289307,
Q041,Find all the reviews for all pet groomers with more than 100 reviews,DeepSeek-Coder,deepseek-coder:6.7b,"FOR b IN Businesses
    FILTER b.review_count > 100

    FOR c IN 1..1 OUTBOUND b BusinessCategory
        FILTER c.category_name == ""Pet Groomers""

        FOR r IN 1..1 OUTBOUND b ReviewsBusiness
            RETURN {
                business_id: b.business_id,
                review: r
            }",3.625807523727417,
Q042,Find all pet groomers which have more than 100 reviews,DeepSeek-Coder,deepseek-coder:6.7b,"FOR b IN Businesses
    FILTER b.review_count > 100

    FOR c IN 1..1 OUTBOUND b BusinessCategory
        FILTER c.category_name == ""Pet Groomers""

        RETURN DISTINCT {
            business_id: b.business_id,
            business_name: b.name,
            review_count: b.review_count
        }",3.8797590732574463,
Q043,Find all Chinese restaurants in Dallas with at least 4 stars,DeepSeek-Coder,deepseek-coder:6.7b,"FOR b IN Businesses
    FILTER b.city == ""Dallas""
    LET categories = (
        FOR c IN 1..1 OUTBOUND b BusinessCategory
            RETURN c.category_name
    )
    FILTER ""Chinese"" IN categories
    FILTER ""Restaurants"" IN categories
    FILTER b.rating >= 4
    RETURN {
        business_id: b.business_id,
        name: b.name,
        rating: b.rating,
        review_count: b.review_count
    }",4.753567695617676,
Q044,Find all Mexican restaurants in Dallas with a rating above 3.5,DeepSeek-Coder,deepseek-coder:6.7b,"FOR b IN Businesses
    FILTER b.city == ""Dallas""

    LET categories = (
        FOR c IN 1..1 OUTBOUND b BusinessCategory
            RETURN c.category_name
    )

    FILTER ""Mexican"" IN categories
    FILTER ""Restaurants"" IN categories
    FILTER b.rating > 3.5

    RETURN {
        business_id: b.business_id,
        name: b.name,
        rating: b.rating
    }",4.631091833114624,
Q045,What are all the gyms in Los Angeles?,DeepSeek-Coder,deepseek-coder:6.7b,"RETURN DISTINCT 
    FOR b IN Businesses
        FILTER b.city == ""Los Angeles""
        FOR c IN 1..1 OUTBOUND b BusinessCategory
            FILTER c.category_name == ""Gyms""
            RETURN {
                business_id: b.business_id,
                name: b.name,
                rating: b.rating
            }",3.7049927711486816,
Q046,What is the number of dentists in Los Angeles?,DeepSeek-Coder,deepseek-coder:6.7b,"LET dentists = (
    FOR b IN Businesses
        FILTER b.city == ""Los Angeles""

        FOR c IN 1..1 OUTBOUND b BusinessCategory
            FILTER c.category_name == ""Dentists""

            RETURN DISTINCT b._id
)

RETURN LENGTH(dentists)",3.370917797088623,
Q047,How many dentists in Los Angeles have a rating above 4?,DeepSeek-Coder,deepseek-coder:6.7b,"LET dentists = (
    FOR b IN Businesses
        FILTER b.city == ""Los Angeles""

        FOR c IN 1..1 OUTBOUND b BusinessCategory
            FILTER c.category_name == ""Dentists""
            FILTER b.rating > 4

            RETURN DISTINCT b._id
)

RETURN LENGTH(dentists)",3.7677392959594727,
Q048,Find all bars in Dallas,DeepSeek-Coder,deepseek-coder:6.7b,"FOR b IN Businesses
    FILTER b.city == ""Dallas""
    FOR c IN 1..1 OUTBOUND b BusinessCategory
        FILTER c.category_name == ""Bars""
        RETURN DISTINCT b",2.9452383518218994,
Q049,Find all dance schools in Los Angeles,DeepSeek-Coder,deepseek-coder:6.7b,"FOR b IN Businesses
    FILTER b.city == ""Los Angeles""

    FOR c IN 1..1 OUTBOUND b BusinessCategory
        FILTER c.category_name == ""Dance Schools""

        RETURN DISTINCT {
            business_id: b.business_id,
            name: b.name,
            rating: b.rating
        }",3.5256259441375732,
Q050,How many people reviewed the restaurant Texas de Brazil in Dallas Texas?,DeepSeek-Coder,deepseek-coder:6.7b,"FOR b IN Businesses
    FILTER b.name == ""Texas de Brazil""
    FILTER b.city == ""Dallas""
    FILTER b.state == ""Texas""
    
    RETURN LENGTH(
        FOR r IN 1..1 OUTBOUND b ReviewsBusiness
            RETURN r
    )",3.4740982055664062,
Q051,How many people reviewed Bistro Di Napoli in 2015?,DeepSeek-Coder,deepseek-coder:6.7b,"LET users = (
    FOR b IN Businesses
        FILTER b.name == ""Bistro Di Napoli""
        FILTER b.city == ""Dallas""
        FILTER b.state == ""Texas""

        FOR r IN 1..1 INBOUND b ReviewsBusiness
            FOR u IN 1..1 INBOUND r WritesReview
                RETURN DISTINCT u._id
)

RETURN LENGTH(users)",4.014097690582275,
Q052,Find all restaurants in Los Angeles with more than 100 reviews,DeepSeek-Coder,deepseek-coder:6.7b,"FOR b IN Businesses
    FILTER b.city == ""Los Angeles""
    FILTER b.review_count > 100
    RETURN {
        business_id: b.business_id,
        name: b.name,
        review_count: b.review_count
    }",3.5935170650482178,
Q053,How many restaurants are there in the Hazelwood district of Dallas?,DeepSeek-Coder,deepseek-coder:6.7b,"LET businesses = (
    FOR b IN Businesses
        FILTER b.city == ""Dallas""

        FOR n IN 1..1 OUTBOUND b BusinessNeighborhood
            FILTER n.neighborhood_name == ""Hazelwood""

            RETURN DISTINCT b._id
)

RETURN LENGTH(businesses)",10.834550619125366,
Q054,Find all hotels in Dallas with at least 50 reviews,DeepSeek-Coder,deepseek-coder:6.7b,"FOR b IN Businesses
    FILTER b.city == ""Dallas""
    FILTER b.review_count >= 50
    FOR c IN 1..1 OUTBOUND b BusinessCategory
        FILTER c.category_name == ""Hotels""
        RETURN DISTINCT {
            business_id: b.business_id,
            name: b.name,
            review_count: b.review_count
        }",3.982003688812256,
Q055,Find all users who reviewed restaurant Mesa Grill,DeepSeek-Coder,deepseek-coder:6.7b,"FOR b IN Businesses
    FILTER b.name == ""Mesa Grill""
    FOR r IN 1..1 INBOUND b ReviewsBusiness
        FOR u IN 1..1 INBOUND r WritesReview
            RETURN DISTINCT {
                user_id: u.user_id,
                name: u.name
            }",3.5918991565704346,
Q056,How many Starbucks are there in Dallas Texas?,DeepSeek-Coder,deepseek-coder:6.7b,"LET starbucks = (
    FOR b IN Businesses
        FILTER b.city == ""Dallas"" && b.state == ""Texas""

        LET categories = (
            FOR c IN 1..1 OUTBOUND b BusinessCategory
                RETURN c.category_name
        )

        FILTER ""Starbucks"" IN categories

        RETURN DISTINCT b._id
)

RETURN LENGTH(starbucks)",4.060899496078491,
Q057,How many reviews does Acacia Cafe have?,DeepSeek-Coder,deepseek-coder:6.7b,"FOR b IN Businesses
    FILTER b.name == ""Acacia Cafe""
    RETURN b.review_count",2.392979860305786,
Q058,Find all restaurants with valet service in Dallas Texas,DeepSeek-Coder,deepseek-coder:6.7b,"FOR b IN Businesses
    FILTER b.city == ""Dallas"" && b.state == ""Texas""
    
    FOR c IN 1..1 OUTBOUND b BusinessCategory
        FILTER c.category_name == ""Restaurants""
        
        FOR v IN 1..1 OUTBOUND c BusinessCategory
            FILTER v.category_name == ""Valet Service""
            
            RETURN DISTINCT {
                business_id: b.business_id,
                name: b.name,
                city: b.city,
                state: b.state
            }",4.668965101242065,
Q059,List the addresses of all Walmarts in Los Angeles,DeepSeek-Coder,deepseek-coder:6.7b,"RETURN DISTINCT 
    b.full_address
FOR b IN Businesses
    FILTER b.city == ""Los Angeles""
    FILTER CONTAINS(LOWER(b.name), ""walmart"")
    FOR c IN 1..1 OUTBOUND b BusinessCategory
        FILTER c.category_name == ""Walmarts""
        RETURN DISTINCT b.full_address",3.850097417831421,
Q060,Find all restaurants reviewed by Patrick in Los Angeles,DeepSeek-Coder,deepseek-coder:6.7b,"FOR u IN Users
    FILTER u.name == ""Patrick""

    FOR r IN 1..1 OUTBOUND u WritesReview
        FOR b IN 1..1 OUTBOUND r ReviewsBusiness
            FILTER b.city == ""Los Angeles""

            LET categories = (
                FOR c IN 1..1 OUTBOUND b BusinessCategory
                    RETURN c.category_name
            )

            FILTER ""Restaurants"" IN categories

            RETURN DISTINCT {
                business_id: b.business_id,
                name: b.name,
                rating: b.rating
            }",5.157454252243042,
Q061,Find all Italian restaurants in the Meadowood neighborhood of Madison,DeepSeek-Coder,deepseek-coder:6.7b,"FOR b IN Businesses
    FILTER b.city == ""Madison""

    LET categories = (
        FOR c IN 1..1 OUTBOUND b BusinessCategory
            RETURN c.category_name
    )

    FILTER ""Italian"" IN categories

    FOR n IN 1..1 OUTBOUND b BusinessNeighborhood
        FILTER n.neighborhood_name == ""Meadowood""

        RETURN {
            business: b.name,
            neighborhood: n.neighborhood_name
        }",4.701930999755859,
Q062,Find all bars reviewed by Patrick,DeepSeek-Coder,deepseek-coder:6.7b,"FOR u IN Users
    FILTER u.name == ""Patrick""

    FOR r IN 1..1 OUTBOUND u WritesReview
        FOR b IN 1..1 OUTBOUND r ReviewsBusiness
            FOR c IN 1..1 OUTBOUND b BusinessCategory
                FILTER c.category_name == ""Bars""
                RETURN DISTINCT {
                    business_id: b.business_id,
                    name: b.name,
                    city: b.city,
                    state: b.state,
                    rating: b.rating
                }",4.779443979263306,
Q063,Find all bars reviewed by Patrick with at least 3 stars,DeepSeek-Coder,deepseek-coder:6.7b,"FOR u IN Users
    FILTER u.name == ""Patrick""

    FOR r IN 1..1 OUTBOUND u WritesReview
        FILTER r.rating >= 3

        FOR b IN 1..1 OUTBOUND r ReviewsBusiness

            FOR c IN 1..1 OUTBOUND b BusinessCategory
                FILTER c.category_name == ""Bars""

                RETURN DISTINCT {
                    business_id: b.business_id,
                    name: b.name,
                    rating: b.rating,
                    review_count: b.review_count
                }",4.983039855957031,
Q064,Find all bars in Los Angeles with at least 30 reviews,DeepSeek-Coder,deepseek-coder:6.7b,"FOR b IN Businesses
    FILTER b.city == ""Los Angeles""
    FILTER b.review_count >= 30

    FOR c IN 1..1 OUTBOUND b BusinessCategory
        FILTER c.category_name == ""Bars""

        RETURN DISTINCT {
            business_id: b.business_id,
            name: b.name,
            rating: b.rating,
            review_count: b.review_count
         }",4.286705732345581,
Q065,Find all bars in Los Angeles with at least 30 reviews and average rating above 3 stars,DeepSeek-Coder,deepseek-coder:6.7b,"FOR b IN Businesses
    FILTER b.city == ""Los Angeles""
    FILTER b.review_count >= 30

    FOR c IN 1..1 OUTBOUND b BusinessCategory
        FILTER c.category_name == ""Bars""

        LET reviews = (
            FOR r IN 1..1 OUTBOUND b ReviewsBusiness
                RETURN r.rating
        )

        RETURN DISTINCT {
            business_id: b.business_id,
            name: b.name,
            rating: b.rating,
            review_count: b.review_count,
            average_rating: AVG(reviews)
        }",5.333948135375977,
Q066,How many Egyptian restaurants are there in Edinburgh?,DeepSeek-Coder,deepseek-coder:6.7b,"LET businesses = (
    FOR b IN Businesses
        FILTER b.city == ""Edinburgh""

        LET categories = (
            FOR c IN 1..1 OUTBOUND b BusinessCategory
                RETURN c.category_name
        )

        FILTER ""Egyptian"" IN categories

        RETURN DISTINCT b._id
)

RETURN LENGTH(businesses)",3.812033176422119,
Q067,Find the average number of checkins in restaurant Barrio Café per day,DeepSeek-Coder,deepseek-coder:6.7b,"FOR b IN Businesses
    FILTER b.name == ""Barrio Café""
    FILTER b.is_open
    
    COLLECT day = ch.day
    AGGREGATE total_checkins = SUM(ch.count)
    
    SORT day
    
    RETURN {
        day: day,
        average_checkins: total_checkins / 7
    }",3.719740629196167,
Q068,Which Indian restaurant in Dallas has the highest rating?,DeepSeek-Coder,deepseek-coder:6.7b,"FOR b IN Businesses
    FILTER b.city == ""Dallas""

    LET categories = (
        FOR c IN 1..1 OUTBOUND b BusinessCategory
            RETURN c.category_name
    )

    FILTER ""Indian"" IN categories
    FILTER ""Restaurants"" IN categories

    SORT b.rating DESC
    LIMIT 1

    RETURN {
        business_id: b.business_id,
        name: b.name,
        rating: b.rating,
        review_count: b.review_count
    }",4.987879276275635,
Q069,Which restaurants in Dallas were reviewed by user Patrick?,DeepSeek-Coder,deepseek-coder:6.7b,"FOR u IN Users
    FILTER u.name == ""Patrick""

    FOR r IN 1..1 OUTBOUND u WritesReview
        FOR b IN 1..1 OUTBOUND r ReviewsBusiness
            FILTER b.city == ""Dallas""

            FOR c IN 1..1 OUTBOUND b BusinessCategory
                FILTER c.category_name == ""Restaurants""

                RETURN DISTINCT {
                    business_id: b.business_id,
                    name: b.name,
                    rating: b.rating
                }",4.845949411392212,
Q070,How many businesses are there in the Stone Meadows neighborhood in Madison?,DeepSeek-Coder,deepseek-coder:6.7b,"LET businesses = (
    FOR b IN Businesses
        FILTER b.city == ""Madison""
        FILTER b.name == ""Stone Meadows""

        FOR n IN 1..1 OUTBOUND b BusinessNeighborhood
            RETURN DISTINCT b._id
)

RETURN LENGTH(businesses)",3.8376970291137695,
Q071,Find all users who have written tips for Barrio Café in 2015,DeepSeek-Coder,deepseek-coder:6.7b,"FOR b IN Businesses
    FILTER b.name == ""Barrio Café""

    FOR t IN 1..1 INBOUND b TipsBusiness
        FILTER t.year == 2015

        FOR u IN 1..1 INBOUND t WritesTip
            RETURN DISTINCT {
                user_id: u.user_id,
                name: u.name
            }",3.689077138900757,
Q072,Find all businesses in Texas with a rating below 2,DeepSeek-Coder,deepseek-coder:6.7b,"FOR b IN Businesses
    FILTER b.state == ""Texas""
    FILTER b.rating < 2
    RETURN DISTINCT {
        business_id: b.business_id,
        name: b.name,
        city: b.city,
        state: b.state,
        rating: b.rating
    }",3.406646490097046,
Q073,Find all restaurants that serve seafood in Los Angeles,DeepSeek-Coder,deepseek-coder:6.7b,"FOR b IN Businesses
    FILTER b.city ​​== ""Los Angeles""
    
    LET categories = (
        FOR c IN 1..1 OUTBOUND b BusinessCategory
            RETURN c.category_name
    )

    FILTER ""Seafood"" IN categories
    FILTER ""Restaurants"" IN categories

    RETURN DISTINCT {
        business_id: b.business_id,
        name: b.name,
        city: b.city,
        rating: b.rating
    }",4.169394254684448,
Q074,Which Indian restaurant in Dallas has the most number of reviews?,DeepSeek-Coder,deepseek-coder:6.7b,"FOR b IN Businesses
    FILTER b.city == ""Dallas""

    LET categories = (
        FOR c IN 1..1 OUTBOUND b BusinessCategory
            RETURN c.category_name
    )

    FILTER ""Indian"" IN categories
    FILTER ""Restaurants"" IN categories

    SORT b.review_count DESC
    LIMIT 1

    RETURN {
        business_id: b.business_id,
        name: b.name,
        review_count: b.review_count
    }",4.932789087295532,
Q075,Which Italian restaurant in Dallas has the highest rating?,DeepSeek-Coder,deepseek-coder:6.7b,"FOR b IN Businesses
    FILTER b.city == ""Dallas""
    LET categories = (
        FOR c IN 1..1 OUTBOUND b BusinessCategory
            FILTER c.category_name == ""Italian""
            RETURN c.category_name
    )
    FILTER ""Italian"" IN categories
    SORT b.rating DESC
    LIMIT 1
    RETURN {
        business_id: b.business_id,
        name: b.name,
        rating: b.rating,
        review_count: b.review_count
    }",4.913677453994751,
Q076,How many bars in Dallas have a rating above 3.5?,DeepSeek-Coder,deepseek-coder:6.7b,"FOR b IN Businesses
    FILTER b.city == ""Dallas""
    FILTER b.rating > 3.5
    FOR c IN 1..1 OUTBOUND b BusinessCategory
        FILTER c.category_name == ""Bars""
    RETURN COUNT(b)",3.602510929107666,
Q077,What is the number of businesses user Michelle reviews per month?,DeepSeek-Coder,deepseek-coder:6.7b,"LET businesses = (
    FOR u IN Users
        FILTER u.name == ""Michelle""
        FOR r IN 1..1 OUTBOUND u WritesReview
            COLLECT month = r.month, business_id = r.business_id
            RETURN {month, count: COUNT(DISTINCT business_id)}
)

RETURN businesses",3.526754140853882,
Q078,Find all pet hospices in Pittsburgh,DeepSeek-Coder,deepseek-coder:6.7b,"FOR b IN Businesses
    FILTER b.city == ""Pittsburgh""

    FOR c IN 1..1 OUTBOUND b BusinessCategory
        FILTER c.category_name == ""Pet Hospitals""

        RETURN DISTINCT  {
            business_id: b.business_id,
            name: b.name,
            city: b.city,
            state: b.state,
            review_count: b.review_count,
            rating: b.rating
         }",4.372379302978516,
Q079,How many reviews has Adrienne written?,DeepSeek-Coder,deepseek-coder:6.7b,"LET reviews = (
    FOR u IN Users
        FILTER u.name == ""Adrienne""

        FOR r IN 1..1 OUTBOUND u WritesReview
            RETURN DISTINCT r._id
)

RETURN LENGTH(reviews)",3.1420676708221436,
Q080,How many reviews has Michelle written in March 2014?,DeepSeek-Coder,deepseek-coder:6.7b,"LET reviews = (
    FOR u IN Users
        FILTER u.name == ""Michelle""

        FOR r IN 1..1 OUTBOUND u WritesReview
            FILTER r.month == 3 AND r.year == 2014
            RETURN DISTINCT r._id
)

RETURN LENGTH(reviews)",3.4446663856506348,
Q081,How many businesses has Michelle reviewed in 2010?,DeepSeek-Coder,deepseek-coder:6.7b,"LET businesses = (
    FOR u IN Users
        FILTER u.name == ""Michelle""
        FOR r IN 1..1 OUTBOUND u WritesReview
            FILTER r.year == 2010
            FOR b IN 1..1 OUTBOUND r ReviewsBusiness
                RETURN DISTINCT b._id
)

RETURN LENGTH(businesses)",3.5662736892700195,
Q082,How many businesses in San Diego has Christine reviewed in 2010?,DeepSeek-Coder,deepseek-coder:6.7b,"LET businesses = (
    FOR u IN Users
        FILTER u.name == ""Christine""

        FOR r IN 1..1 OUTBOUND u WritesReview
            FILTER r.year == 2010

            FOR b IN 1..1 OUTBOUND r.business_id Businesses
                FILTER b.city == ""San Diego""
                RETURN DISTINCT b.business_id
)

RETURN LENGTH(businesses)",4.185034275054932,
Q083,Find all reviews by Patrick with a rating above 4,DeepSeek-Coder,deepseek-coder:6.7b,"FOR u IN Users
    FILTER u.name == ""Patrick""
    FOR r IN 1..1 OUTBOUND u WritesReview
        FILTER r.rating > 4
        RETURN {
            review_id: r.rid,
            business_id: r.business_id,
            rating: r.rating,
            text: r.text
        }",3.6028499603271484,
Q084,Find all bistros in Pittsburgh,DeepSeek-Coder,deepseek-coder:6.7b,"FOR b IN Businesses
    FILTER b.city À ""Pittsburgh""
    FOR c IN 1..1 OUTBOUND b BusinessCategory
        FILTER c.category_name == ""Bistros""
        RETURN DISTINCT {
            business_id: b.business_id,
            name: b.name,
            rating: b.rating
        }",3.56376051902771,
Q085,Find all bakeries in Los Angeles,DeepSeek-Coder,deepseek-coder:6.7b,"FOR b IN Businesses
    FILTER b.city == ""Los Angeles""
    FOR c IN 1..1 OUTBOUND b BusinessCategory
        FILTER c.category_name == ""Bakeries""
        RETURN DISTINCT {
            business_id: b.business_id,
            name: b.name,
            rating: b.rating
        }",3.4765608310699463,
Q086,Find all Apple stores in Los Angeles,DeepSeek-Coder,deepseek-coder:6.7b,"FOR b IN Businesses
    FILTER b.name == ""Apple Store""
    FILTER b.city == ""Los Angeles""
    RETURN DISTINCT b.full_address",2.557385206222534,
Q087,How many Target are there in Los Angeles?,DeepSeek-Coder,deepseek-coder:6.7b,"FOR b IN Businesses
    FILTER b.name == ""Target"" && b.city == ""Los Angeles""
    RETURN COUNT(b)",2.3207504749298096,
Q088,How many users have reviewed Irish pubs in Dallas?,DeepSeek-Coder,deepseek-coder:6.7b,"FOR b IN Businesses
    FILTER b.city == ""Dallas""
    LET categories = (
        FOR c IN 1..1 OUTBOUND b BusinessCategory
            FILTER c.category_name == ""Irish Pubs""
            RETURN c.category_name
    )
    FILTER ""Irish Pubs"" IN categories
    COLLECT user = r.user_id FOR r IN 1..1 OUTBOUND b ReviewsBusiness
    RETURN LENGTH(user)",4.3529980182647705,
Q089,Find users whose average review rating is below 3,DeepSeek-Coder,deepseek-coder:6.7b,"LET ratings = (
    FOR u IN Users
        FOR r IN 1..1 OUTBOUND u WritesReview
            RETURN r.rating
)

FILTER AVERAGE(ratings) < 3

RETURN {
    user_id: u.user_id,
    name: u.name
}",3.6207034587860107,
Q090,Find all Dallas restaurants with a rating above 4.5,DeepSeek-Coder,deepseek-coder:6.7b,"FOR b IN Businesses
    FILTER b.city == ""Dallas""
    FILTER b.rating > 4.5
    RETURN {
        business_id: b.business_id,
        name: b.name,
        rating: b.rating
    }",3.2360475063323975,
Q091,Find all breweries in Los Angeles,DeepSeek-Coder,deepseek-coder:6.7b,"FOR b IN Businesses
    FILTER b.city == ""Los Angeles""
    FOR c IN 1..1 OUTBOUND b BusinessCategory
        FILTER c.category_name == ""Breweries""
        RETURN DISTINCT {
            business_id: b.business_id,
            name: b.name,
            rating: b.rating
        }",3.5794100761413574,
Q092,What neighborhood is restaurant Flat Top Grill in?,DeepSeek-Coder,deepseek-coder:6.7b,"FOR b IN Businesses
    FILTER b.name == ""Flat Top Grill""
    FOR n IN 1..1 OUTBOUND b BusinessNeighborhood
        RETURN n.neighborhood_name",2.649779796600342,
Q093,List all user ids with name Michelle,DeepSeek-Coder,deepseek-coder:6.7b,"RETURN LENGTH(
    FOR u IN Users
        FILTER u.name == ""Michelle""
        RETURN u._id
)",2.558650255203247,
Q094,Find all tips about Vintner Grill that received more than 9 likes,DeepSeek-Coder,deepseek-coder:6.7b,"LET tips = (
    FOR b IN Businesses
        FILTER b.name == ""Vintner Grill""

        FOR t IN 1..1 INBOUND b TipsBusiness
            FILTER t.likes > 9
            RETURN DISTINCT {
                tip_id: t.tip_id,
                user_id: t.user_id,
                likes: t.likes,
                text: t.text
            }
)

RETURN tips",4.073400020599365,
Q095,Find all reviews about Kabob Palace in year 2014,DeepSeek-Coder,deepseek-coder:6.7b,"LET reviews = (
    FOR b IN Businesses
        FILTER b.name == ""Kabob Palace"" AND b.year == 2014
        FOR r IN 1..1 INBOUND b ReviewsBusiness
            RETURN {
                user_id: r.user_id,
                rating: r.rating,
                text: r.text,
                month: r.month
            }
)

RETURN reviews",3.724594831466675,
Q096,What is the average rating of reviews written in year 2014?,DeepSeek-Coder,deepseek-coder:6.7b,"LET reviews = (
    FOR r IN Reviews
        FILTER r.year == 2014
        RETURN r.rating
)

RETURN AVERAGE(reviews)",2.5489885807037354,
