question_id,question,difficulty,question_type,intent,comparison_method,model,model_name,generated_aql,gold_aql,generation_time,generation_error,validation_valid,validation_errors,validation_warnings,privacy_allowed,sensitive_fields,executed,execution_error,gold_executed,gold_execution_error,gold_result_count,generated_result_count,functional_correct,error_category,approach,agent_corrected,agent_correction_attempts,original_aql,final_aql
Q019,List all the reviews by Michelle for Italian restaurants,complex,multi_hop_graph,,,DeepSeek-Coder,deepseek-coder:6.7b,"FOR r IN Reviews
    FILTER r.user_id == ""Michelle""
    LET business = DOCUMENT(""Businesses"", r.business_id)
    FILTER business.categories CONTAINS ""Italian""
    RETURN r","
FOR u IN Users
    FILTER u.name == ""Michelle""

    FOR r IN 1..1 OUTBOUND u WritesReview

        FOR b IN 1..1 OUTBOUND r ReviewsBusiness

            LET categories = (
                FOR c IN 1..1 OUTBOUND b BusinessCategory
                    RETURN c.category_name
            )

            FILTER ""Italian"" IN categories
            FILTER ""Restaurants"" IN categories

            RETURN DISTINCT {
                review_id: r.rid,
                user_id: r.user_id,
                business_id: b.business_id,
                business_name: b.name,
                rating: r.rating,
                text: r.text,
                year: r.year
            }
",3.2065200805664062,,True,,No LIMIT detected. A LIMIT is recommended for queries that may return many documents.,True,,False,"[HTTP 400][ERR 1501] syntax error, unexpected identifier near 'CONTAINS ""Italian""
    RETURN r' at position 4:32",True,,350.0,,False,execution_error,RAG + Agent,False,0,"FOR r IN Reviews
    FILTER r.user_id == ""Michelle""
    LET business = DOCUMENT(""Businesses"", r.business_id)
    FILTER business.categories CONTAINS ""Italian""
    RETURN r","FOR r IN Reviews
    FILTER r.user_id == ""Michelle""
    LET business = DOCUMENT(""Businesses"", r.business_id)
    FILTER business.categories CONTAINS ""Italian""
    RETURN r"
Q020,What is the number of checkins for “Cafe Zinho” on fridays,medium,graph_aggregation,,,DeepSeek-Coder,deepseek-coder:6.7b,"LET checkins = (
    FOR b IN Businesses
        FILTER b.name == ""Cafe Zinho""
        FOR ch IN 1..1 OUTBOUND b BusinessCheckin
            FILTER DAY_OF_WEEK(ch.day) == 6
            RETURN ch.count
)

RETURN SUM(checkins)","
LET values = (
    FOR b IN Businesses
        FILTER b.name == ""Cafe Zinho""

        FOR ch IN 1..1 OUTBOUND b BusinessCheckin
            FILTER ch.day == ""Friday""
            RETURN ch.count
)

RETURN SUM(values)
",3.775071382522583,,True,,,True,,False,[HTTP 400][ERR 1540] usage of unknown function 'DAY_OF_WEEK()',True,,1.0,,False,execution_error,RAG + Agent,False,0,"LET checkins = (
    FOR b IN Businesses
        FILTER b.name == ""Cafe Zinho""
        FOR ch IN 1..1 OUTBOUND b BusinessCheckin
            FILTER DAY_OF_WEEK(ch.day) == 6
            RETURN ch.count
)

RETURN SUM(checkins)","LET checkins = (
    FOR b IN Businesses
        FILTER b.name == ""Cafe Zinho""
        FOR ch IN 1..1 OUTBOUND b BusinessCheckin
            FILTER DAY_OF_WEEK(ch.day) == 6
            RETURN ch.count
)

RETURN SUM(checkins)"
Q021,find the number of reviews written for “Cafe Zinho” restaurants in Texas,advanced,multi_hop_graph_count,,,DeepSeek-Coder,deepseek-coder:6.7b,"LET matching_businesses = (
    FOR b IN Businesses
        FILTER b.city == ""Texas""

        FOR c IN 1..1 OUTBOUND b BusinessCategory
            FILTER c.category_name == ""Reviews Written For “cafe Zinho” Restaurants""

            RETURN DISTINCT b._id
)

RETURN LENGTH(matching_businesses)","
LET reviews = (
    FOR b IN Businesses
        FILTER b.name == ""Cafe Zinho""
        FILTER b.state == ""Texas""

        FOR r IN 1..1 INBOUND b ReviewsBusiness
            RETURN DISTINCT r._id
)

RETURN LENGTH(reviews)
",3.435251474380493,,True,,,True,,True,,True,,1.0,1.0,True,correct,RAG + Agent,True,0,"FOR r IN Reviews
    FILTER r.business_id IN (
        FOR b IN Businesses
            FILTER b.name == ""Cafe Zinho""
            AND b.state == ""TX""
            RETURN b.business_id
    )
    RETURN COUNT(r)","LET matching_businesses = (
    FOR b IN Businesses
        FILTER b.city == ""Texas""

        FOR c IN 1..1 OUTBOUND b BusinessCategory
            FILTER c.category_name == ""Reviews Written For “cafe Zinho” Restaurants""

            RETURN DISTINCT b._id
)

RETURN LENGTH(matching_businesses)"
Q022,find the user with the most number of reviews,medium,graph_sort_limit,,,DeepSeek-Coder,deepseek-coder:6.7b,"FOR u IN Users
    LET reviews = (
        FOR r IN 1..1 OUTBOUND u WritesReview
            RETURN r
    )
    SORT reviews.length DESC
    LIMIT 1
    RETURN {
        user_id: u.user_id,
        name: u.name,
        review_count: LENGTH(reviews)
    }","
FOR u IN Users

    LET review_count = LENGTH(
        FOR r IN 1..1 OUTBOUND u WritesReview
            RETURN 1
    )

    SORT review_count DESC
    LIMIT 1

    RETURN {
        user_id: u.user_id,
        name: u.name,
        review_count: review_count
    }
",4.1129231452941895,,True,,,True,,False,"HTTPConnectionPool(host='localhost', port=8529): Read timed out. (read timeout=60)",True,,1.0,,False,execution_error,RAG + Agent,False,0,"FOR u IN Users
    LET reviews = (
        FOR r IN 1..1 OUTBOUND u WritesReview
            RETURN r
    )
    SORT reviews.length DESC
    LIMIT 1
    RETURN {
        user_id: u.user_id,
        name: u.name,
        review_count: LENGTH(reviews)
    }","FOR u IN Users
    LET reviews = (
        FOR r IN 1..1 OUTBOUND u WritesReview
            RETURN r
    )
    SORT reviews.length DESC
    LIMIT 1
    RETURN {
        user_id: u.user_id,
        name: u.name,
        review_count: LENGTH(reviews)
    }"
Q023,how many users reviewed Sushi Too in Pittsburgh,advanced,multi_hop_graph_count,,,DeepSeek-Coder,deepseek-coder:6.7b,"LET matching_businesses = (
    FOR b IN Businesses
        FILTER b.city == ""Pittsburgh""

        FOR c IN 1..1 OUTBOUND b BusinessCategory
            FILTER c.category_name == ""Users Reviewed Sushi Too""

            RETURN DISTINCT b._id
)

RETURN LENGTH(matching_businesses)","
LET users = (
    FOR b IN Businesses
        FILTER b.name == ""Sushi Too""
        FILTER b.city == ""Pittsburgh""

        FOR r IN 1..1 INBOUND b ReviewsBusiness
            FOR u IN 1..1 INBOUND r WritesReview
                RETURN DISTINCT u._id
)

RETURN LENGTH(users)
",5.143619060516357,,True,,,True,,True,,True,,1.0,1.0,False,semantic_result_mismatch,RAG + Agent,True,0,"FOR b IN Businesses
    FILTER b.name == ""Sushi Too""
    FILTER b.city == ""Pittsburgh""

    FOR r IN 1..1 OUTBOUND b ReviewsBusiness
        FOR u IN 1..1 INBOUND r WritesReview
            RETURN DISTINCT u.user_id","LET matching_businesses = (
    FOR b IN Businesses
        FILTER b.city == ""Pittsburgh""

        FOR c IN 1..1 OUTBOUND b BusinessCategory
            FILTER c.category_name == ""Users Reviewed Sushi Too""

            RETURN DISTINCT b._id
)

RETURN LENGTH(matching_businesses)"
Q024,What is the number of pet groomers in Edinburgh,medium,graph_count,,,DeepSeek-Coder,deepseek-coder:6.7b,"LET matching_businesses = (
    FOR b IN Businesses
        FILTER b.city == ""Edinburgh""

        FOR c IN 1..1 OUTBOUND b BusinessCategory
            FILTER c.category_name == ""Pet Groomers""

            RETURN DISTINCT b._id
)

RETURN LENGTH(matching_businesses)","
LET businesses = (
    FOR b IN Businesses
        FILTER b.city == ""Edinburgh""

        FOR c IN 1..1 OUTBOUND b BusinessCategory
            FILTER c.category_name == ""Pet Groomers""
            RETURN DISTINCT b._id
)

RETURN LENGTH(businesses)
",3.647086143493652,,True,,,True,,True,,True,,1.0,1.0,True,correct,RAG + Agent,True,0,"LET businesses = (
    FOR b IN Businesses
        FILTER b.city == ""Edinburgh""
        FOR c IN 1..1 OUTBOUND b BusinessCategory
            FILTER c.category_name == ""Pet Groomers""
            RETURN DISTINCT b._id
)

RETURN LENGTH(businesses)","LET matching_businesses = (
    FOR b IN Businesses
        FILTER b.city == ""Edinburgh""

        FOR c IN 1..1 OUTBOUND b BusinessCategory
            FILTER c.category_name == ""Pet Groomers""

            RETURN DISTINCT b._id
)

RETURN LENGTH(matching_businesses)"
Q025,How many pet groomers exist in Edinburgh,medium,graph_count,,,DeepSeek-Coder,deepseek-coder:6.7b,"LET matching_businesses = (
    FOR b IN Businesses
        FILTER b.city == ""Edinburgh""

        FOR c IN 1..1 OUTBOUND b BusinessCategory
            FILTER c.category_name == ""Pet Groomers Exist""

            RETURN DISTINCT b._id
)

RETURN LENGTH(matching_businesses)","
LET businesses = (
    FOR b IN Businesses
        FILTER b.city == ""Edinburgh""

        FOR c IN 1..1 OUTBOUND b BusinessCategory
            FILTER c.category_name == ""Pet Groomers""
            RETURN DISTINCT b._id
)

RETURN LENGTH(businesses)
",3.536284685134888,,True,,,True,,True,,True,,1.0,1.0,False,semantic_result_mismatch,RAG + Agent,True,0,"LET businesses = (
    FOR b IN Businesses
        FILTER b.city == ""Edinburgh""
        FOR c IN 1..1 OUTBOUND b BusinessCategory
            FILTER c.category_name == ""Pet Groomers""
            RETURN DISTINCT b._id
)

RETURN LENGTH(businesses)","LET matching_businesses = (
    FOR b IN Businesses
        FILTER b.city == ""Edinburgh""

        FOR c IN 1..1 OUTBOUND b BusinessCategory
            FILTER c.category_name == ""Pet Groomers Exist""

            RETURN DISTINCT b._id
)

RETURN LENGTH(matching_businesses)"
Q026,What is the number of restaurants in Pittsburgh rated 4.5,medium,graph_count,,,DeepSeek-Coder,deepseek-coder:6.7b,"FOR b IN Businesses
    FILTER b.city == ""Pittsburgh""
    FILTER b.rating == 4.5
    RETURN COUNT(b)","
LET restaurants = (
    FOR b IN Businesses
        FILTER b.city == ""Pittsburgh""
        FILTER b.rating == 4.5

        FOR c IN 1..1 OUTBOUND b BusinessCategory
            FILTER c.category_name == ""Restaurants""
            RETURN DISTINCT b._id
)

RETURN LENGTH(restaurants)
",2.4054558277130127,,True,,,True,,True,,True,,1.0,664.0,False,semantic_result_mismatch,RAG + Agent,False,0,"FOR b IN Businesses
    FILTER b.city == ""Pittsburgh""
    FILTER b.rating == 4.5
    RETURN COUNT(b)","FOR b IN Businesses
    FILTER b.city == ""Pittsburgh""
    FILTER b.rating == 4.5
    RETURN COUNT(b)"
Q027,List all 5 star Italian restaurants,medium,graph_filter,,,DeepSeek-Coder,deepseek-coder:6.7b,"FOR b IN Businesses
    FILTER b.rating == 5

    LET categories = (
        FOR c IN 1..1 OUTBOUND b BusinessCategory
            RETURN c.category_name
    )

    FILTER ""Italian"" IN categories

    RETURN {
        business_id: b.business_id,
        name: b.name,
        rating: b.rating,
        review_count: b.review_count
    }","
FOR b IN Businesses
    FILTER b.rating == 5

    LET categories = (
        FOR c IN 1..1 OUTBOUND b BusinessCategory
            RETURN c.category_name
    )

    FILTER ""Italian"" IN categories
    FILTER ""Restaurants"" IN categories

    RETURN {
        business_id: b.business_id,
        name: b.name,
        city: b.city,
        state: b.state,
        rating: b.rating
    }
",4.482024192810059,,True,,No LIMIT detected. A LIMIT is recommended for queries that may return many documents.,True,,True,,True,,36.0,36.0,False,semantic_result_mismatch,RAG + Agent,False,0,"FOR b IN Businesses
    FILTER b.rating == 5

    LET categories = (
        FOR c IN 1..1 OUTBOUND b BusinessCategory
            RETURN c.category_name
    )

    FILTER ""Italian"" IN categories

    RETURN {
        business_id: b.business_id,
        name: b.name,
        rating: b.rating,
        review_count: b.review_count
    }","FOR b IN Businesses
    FILTER b.rating == 5

    LET categories = (
        FOR c IN 1..1 OUTBOUND b BusinessCategory
            RETURN c.category_name
    )

    FILTER ""Italian"" IN categories

    RETURN {
        business_id: b.business_id,
        name: b.name,
        rating: b.rating,
        review_count: b.review_count
    }"
Q028,How many tips have been written in 2015,simple,document_count,,,DeepSeek-Coder,deepseek-coder:6.7b,"LET tips = (
    FOR t IN Tips
        FILTER t.year == 2015
        RETURN DISTINCT t._id
)

RETURN LENGTH(tips)","
RETURN LENGTH(
    FOR t IN Tips
        FILTER t.year == 2015
        RETURN 1
)
",2.60523533821106,,True,,,True,,True,,True,,1.0,1.0,True,correct,RAG + Agent,False,0,"LET tips = (
    FOR t IN Tips
        FILTER t.year == 2015
        RETURN DISTINCT t._id
)

RETURN LENGTH(tips)","LET tips = (
    FOR t IN Tips
        FILTER t.year == 2015
        RETURN DISTINCT t._id
)

RETURN LENGTH(tips)"
Q029,What is the total likes on tips from Niloofar,medium,graph_aggregation,,,DeepSeek-Coder,deepseek-coder:6.7b,"LET likes = (
    FOR u IN Users
        FILTER u.name == ""Niloofar""

        FOR t IN 1..1 OUTBOUND u WritesTip
            RETURN t.likes
)

RETURN SUM(likes)","
LET likes = (
    FOR u IN Users
        FILTER u.name == ""Niloofar""

        FOR t IN 1..1 OUTBOUND u WritesTip
            RETURN t.likes
)

RETURN SUM(likes)
",2.784454822540283,,True,,,True,,True,,True,,1.0,1.0,True,correct,RAG + Agent,False,0,"LET likes = (
    FOR u IN Users
        FILTER u.name == ""Niloofar""

        FOR t IN 1..1 OUTBOUND u WritesTip
            RETURN t.likes
)

RETURN SUM(likes)","LET likes = (
    FOR u IN Users
        FILTER u.name == ""Niloofar""

        FOR t IN 1..1 OUTBOUND u WritesTip
            RETURN t.likes
)

RETURN SUM(likes)"
Q030,What is the total likes on tips about “Cafe Zinho”,medium,graph_aggregation,,,DeepSeek-Coder,deepseek-coder:6.7b,"LET total_likes = (
    FOR t IN 1..1 OUTBOUND 'Businesses/Cafe Zinho' TipsBusiness
        RETURN t.likes
)
RETURN SUM(total_likes)","
LET likes = (
    FOR b IN Businesses
        FILTER b.name == ""Cafe Zinho""

        FOR t IN 1..1 INBOUND b TipsBusiness
            RETURN t.likes
)

RETURN SUM(likes)
",2.620489358901977,,True,,,True,,True,,True,,1.0,1.0,True,correct,RAG + Agent,False,0,"LET total_likes = (
    FOR t IN 1..1 OUTBOUND 'Businesses/Cafe Zinho' TipsBusiness
        RETURN t.likes
)
RETURN SUM(total_likes)","LET total_likes = (
    FOR t IN 1..1 OUTBOUND 'Businesses/Cafe Zinho' TipsBusiness
        RETURN t.likes
)
RETURN SUM(total_likes)"
Q031,What is the total likes on tips from Niloofar about “Cafe Zinho”,complex,multi_hop_graph_aggregation,,,DeepSeek-Coder,deepseek-coder:6.7b,"RETURN (
  FOR u IN Users
    FILTER u.name == ""Niloofar""
    FOR t IN 1..1 OUTBOUND u WritesTip
      FILTER t.likes != null
      FOR b IN 1..1 INBOUND t.business_id TipsBusiness
        FILTER b.name == ""Cafe Zinho""
        RETURN t.likes
)","
LET likes = (
    FOR u IN Users
        FILTER u.name == ""Niloofar""

        FOR t IN 1..1 OUTBOUND u WritesTip
            FOR b IN 1..1 OUTBOUND t TipsBusiness
                FILTER b.name == ""Cafe Zinho""
                RETURN t.likes
)

RETURN SUM(likes)
",14.645996809005736,,False,Unknown attribute 'name' in collection 'Tips'.,No LIMIT detected. A LIMIT is recommended for queries that may return many documents.,True,,False,Rejected by validator,True,,1.0,,False,unknown_attribute,RAG + Agent,True,2,"LET likes = (
    FOR u IN Users
        FILTER u.name == ""Niloofar""

        FOR t IN 1..1 OUTBOUND u WritesTip
            FILTER t.likes != null

            FOR b IN 1..1 INBOUND t TipsBusiness
                FILTER b.name == ""Cafe Zinho""

                RETURN t.likes
)

RETURN SUM(likes)","RETURN (
  FOR u IN Users
    FILTER u.name == ""Niloofar""
    FOR t IN 1..1 OUTBOUND u WritesTip
      FILTER t.likes != null
      FOR b IN 1..1 INBOUND t.business_id TipsBusiness
        FILTER b.name == ""Cafe Zinho""
        RETURN t.likes
)"
Q032,How many tips has Michelle written in 2014,medium,graph_count,,,DeepSeek-Coder,deepseek-coder:6.7b,"LET tips = (
    FOR u IN Users
        FILTER u.name == ""Michelle""
        FOR t IN 1..1 OUTBOUND u._id WritesTip
            FILTER t.year == 2014
            RETURN DISTINCT t._id
)

RETURN LENGTH(tips)","
LET tips = (
    FOR u IN Users
        FILTER u.name == ""Michelle""

        FOR t IN 1..1 OUTBOUND u WritesTip
            FILTER t.year == 2014
            RETURN DISTINCT t._id
)

RETURN LENGTH(tips)
",3.8586485385894775,,True,,,True,,True,,True,,1.0,1.0,True,correct,RAG + Agent,False,0,"LET tips = (
    FOR u IN Users
        FILTER u.name == ""Michelle""
        FOR t IN 1..1 OUTBOUND u._id WritesTip
            FILTER t.year == 2014
            RETURN DISTINCT t._id
)

RETURN LENGTH(tips)","LET tips = (
    FOR u IN Users
        FILTER u.name == ""Michelle""
        FOR t IN 1..1 OUTBOUND u._id WritesTip
            FILTER t.year == 2014
            RETURN DISTINCT t._id
)

RETURN LENGTH(tips)"
Q033,How many tips has Michelle written in April,medium,graph_count,,,DeepSeek-Coder,deepseek-coder:6.7b,"LET matching_businesses = (
    FOR b IN Businesses
        FILTER b.city == ""April""

        FOR c IN 1..1 OUTBOUND b BusinessCategory
            FILTER c.category_name == ""Tips Has Michelle Written""

            RETURN DISTINCT b._id
)

RETURN LENGTH(matching_businesses)","
LET tips = (
    FOR u IN Users
        FILTER u.name == ""Michelle""

        FOR t IN 1..1 OUTBOUND u WritesTip
            FILTER t.month == 4
                OR LOWER(TO_STRING(t.month)) == ""april""

            RETURN DISTINCT t._id
)

RETURN LENGTH(tips)
",3.183995723724365,,True,,,True,,True,,True,,1.0,1.0,False,semantic_result_mismatch,RAG + Agent,True,0,"LET tips = (
    FOR u IN Users
        FILTER u.name == ""Michelle""

        FOR t IN 1..1 OUTBOUND u WritesTip
            FILTER t.month == ""April""
            RETURN DISTINCT t._id
)

RETURN LENGTH(tips)","LET matching_businesses = (
    FOR b IN Businesses
        FILTER b.city == ""April""

        FOR c IN 1..1 OUTBOUND b BusinessCategory
            FILTER c.category_name == ""Tips Has Michelle Written""

            RETURN DISTINCT b._id
)

RETURN LENGTH(matching_businesses)"
Q034,what is the number of restaurants in Texas,medium,graph_count,,,DeepSeek-Coder,deepseek-coder:6.7b,"LET matching_businesses = (
    FOR b IN Businesses
        FILTER b.city == ""Texas""

        FOR c IN 1..1 OUTBOUND b BusinessCategory
            FILTER c.category_name == ""Restaurants""

            RETURN DISTINCT b._id
)

RETURN LENGTH(matching_businesses)","
LET restaurants = (
    FOR b IN Businesses
        FILTER b.state == ""Texas""

        FOR c IN 1..1 OUTBOUND b BusinessCategory
            FILTER c.category_name == ""Restaurants""
            RETURN DISTINCT b._id
)

RETURN LENGTH(restaurants)
",3.5612905025482178,,True,,,True,,True,,True,,1.0,1.0,False,semantic_result_mismatch,RAG + Agent,True,0,"RETURN LENGTH(
    FOR b IN Businesses
        FILTER b.state == ""Texas""
        LET categories = (
            FOR c IN 1..1 OUTBOUND b BusinessCategory
                RETURN c.category_name
        )
        FILTER ""Restaurants"" IN categories
        RETURN b._id
)","LET matching_businesses = (
    FOR b IN Businesses
        FILTER b.city == ""Texas""

        FOR c IN 1..1 OUTBOUND b BusinessCategory
            FILTER c.category_name == ""Restaurants""

            RETURN DISTINCT b._id
)

RETURN LENGTH(matching_businesses)"
Q035,which neighborhood has the most number of businesses in Madison,advanced,graph_group_sort,,,DeepSeek-Coder,deepseek-coder:6.7b,"LET matching_businesses = (
    FOR b IN Businesses
        FILTER b.city == ""Madison""

        FOR c IN 1..1 OUTBOUND b BusinessCategory
            FILTER c.category_name == ""Businesses""

            RETURN DISTINCT b._id
)

RETURN LENGTH(matching_businesses)","
FOR b IN Businesses
    FILTER b.city == ""Madison""

    FOR n IN 1..1 OUTBOUND b BusinessNeighborhood

        COLLECT neighborhood = n.neighborhood_name
        WITH COUNT INTO business_count

        SORT business_count DESC
        LIMIT 1

        RETURN {
            neighborhood: neighborhood,
            business_count: business_count
        }
",3.20808219909668,,True,,,True,,True,,True,,1.0,1.0,False,semantic_result_mismatch,RAG + Agent,True,0,"LET businesses = (
    FOR b IN Businesses
        FILTER b.city == ""Madison""
        FOR n IN 1..1 OUTBOUND b BusinessNeighborhood
            RETURN n.neighborhood_name
)

RETURN LENGTH(businesses)","LET matching_businesses = (
    FOR b IN Businesses
        FILTER b.city == ""Madison""

        FOR c IN 1..1 OUTBOUND b BusinessCategory
            FILTER c.category_name == ""Businesses""

            RETURN DISTINCT b._id
)

RETURN LENGTH(matching_businesses)"
Q036,List all the neighborhoods with Italian restaurants in Madison,advanced,multi_relation_graph,,,DeepSeek-Coder,deepseek-coder:6.7b,"FOR b IN Businesses
    FILTER b.city == ""Madison""
    FILTER b.is_open
    LET categories = (
        FOR c IN 1..1 OUTBOUND b BusinessCategory
            FILTER c.category_name == ""Italian""
            RETURN c.category_name
    )
    FILTER ""Italian"" IN categories
    FOR n IN 1..1 OUTBOUND b BusinessNeighborhood
        RETURN DISTINCT n.neighborhood_name","
FOR b IN Businesses
    FILTER b.city == ""Madison""

    LET categories = (
        FOR c IN 1..1 OUTBOUND b BusinessCategory
            RETURN c.category_name
    )

    FILTER ""Italian"" IN categories
    FILTER ""Restaurants"" IN categories

    FOR n IN 1..1 OUTBOUND b BusinessNeighborhood
        RETURN DISTINCT n.neighborhood_name
",4.830428600311279,,True,,No LIMIT detected. A LIMIT is recommended for queries that may return many documents.,True,,True,,True,,11.0,0.0,False,semantic_result_mismatch,RAG + Agent,False,0,"FOR b IN Businesses
    FILTER b.city == ""Madison""
    FILTER b.is_open
    LET categories = (
        FOR c IN 1..1 OUTBOUND b BusinessCategory
            FILTER c.category_name == ""Italian""
            RETURN c.category_name
    )
    FILTER ""Italian"" IN categories
    FOR n IN 1..1 OUTBOUND b BusinessNeighborhood
        RETURN DISTINCT n.neighborhood_name","FOR b IN Businesses
    FILTER b.city == ""Madison""
    FILTER b.is_open
    LET categories = (
        FOR c IN 1..1 OUTBOUND b BusinessCategory
            FILTER c.category_name == ""Italian""
            RETURN c.category_name
    )
    FILTER ""Italian"" IN categories
    FOR n IN 1..1 OUTBOUND b BusinessNeighborhood
        RETURN DISTINCT n.neighborhood_name"
Q037,List all the neighborhoods with Italian restaurants rated less than 2.5 in Madison,advanced,multi_relation_graph_filter,,,DeepSeek-Coder,deepseek-coder:6.7b,"FOR b IN Businesses
    FILTER b.city == ""Madison""

    LET categories = (
        FOR c IN 1..1 OUTBOUND b BusinessCategory
            RETURN c.category_name
    )

    FILTER ""Italian"" IN categories
    FILTER ""Restaurants"" IN categories

    FILTER b.rating < 2.5

    FOR n IN 1..1 OUTBOUND b BusinessNeighborhood
        RETURN DISTINCT n.neighborhood_name","
FOR b IN Businesses
    FILTER b.city == ""Madison""
    FILTER b.rating < 2.5

    LET categories = (
        FOR c IN 1..1 OUTBOUND b BusinessCategory
            RETURN c.category_name
    )

    FILTER ""Italian"" IN categories
    FILTER ""Restaurants"" IN categories

    FOR n IN 1..1 OUTBOUND b BusinessNeighborhood
        RETURN DISTINCT n.neighborhood_name
",5.006163120269775,,True,,No LIMIT detected. A LIMIT is recommended for queries that may return many documents.,True,,True,,True,,1.0,1.0,True,correct,RAG + Agent,False,0,"FOR b IN Businesses
    FILTER b.city == ""Madison""

    LET categories = (
        FOR c IN 1..1 OUTBOUND b BusinessCategory
            RETURN c.category_name
    )

    FILTER ""Italian"" IN categories
    FILTER ""Restaurants"" IN categories

    FILTER b.rating < 2.5

    FOR n IN 1..1 OUTBOUND b BusinessNeighborhood
        RETURN DISTINCT n.neighborhood_name","FOR b IN Businesses
    FILTER b.city == ""Madison""

    LET categories = (
        FOR c IN 1..1 OUTBOUND b BusinessCategory
            RETURN c.category_name
    )

    FILTER ""Italian"" IN categories
    FILTER ""Restaurants"" IN categories

    FILTER b.rating < 2.5

    FOR n IN 1..1 OUTBOUND b BusinessNeighborhood
        RETURN DISTINCT n.neighborhood_name"
Q038,Which neighborhood in Madison has the Italian restaurant with the highest stars,complex,multi_relation_graph_sort,,,DeepSeek-Coder,deepseek-coder:6.7b,"FOR b IN Businesses
    FILTER b.city == ""Madison""
    FILTER b.rating > 0

    LET categories = (
        FOR c IN 1..1 OUTBOUND b BusinessCategory
            RETURN c.category_name
    )

    FILTER ""Italian"" IN categories
    FILTER ""Restaurants"" IN categories

    SORT b.rating DESC
    LIMIT 1

    FOR n IN 1..1 OUTBOUND b BusinessNeighborhood
        RETURN n.neighborhood_name","
FOR b IN Businesses
    FILTER b.city == ""Madison""

    LET categories = (
        FOR c IN 1..1 OUTBOUND b BusinessCategory
            RETURN c.category_name
    )

    FILTER ""Italian"" IN categories
    FILTER ""Restaurants"" IN categories

    FOR n IN 1..1 OUTBOUND b BusinessNeighborhood

        SORT b.rating DESC
        LIMIT 1

        RETURN {
            neighborhood: n.neighborhood_name,
            business: b.name,
            rating: b.rating
        }
",5.28481125831604,,True,,,True,,True,,True,,1.0,0.0,False,semantic_result_mismatch,RAG + Agent,False,0,"FOR b IN Businesses
    FILTER b.city == ""Madison""
    FILTER b.rating > 0

    LET categories = (
        FOR c IN 1..1 OUTBOUND b BusinessCategory
            RETURN c.category_name
    )

    FILTER ""Italian"" IN categories
    FILTER ""Restaurants"" IN categories

    SORT b.rating DESC
    LIMIT 1

    FOR n IN 1..1 OUTBOUND b BusinessNeighborhood
        RETURN n.neighborhood_name","FOR b IN Businesses
    FILTER b.city == ""Madison""
    FILTER b.rating > 0

    LET categories = (
        FOR c IN 1..1 OUTBOUND b BusinessCategory
            RETURN c.category_name
    )

    FILTER ""Italian"" IN categories
    FILTER ""Restaurants"" IN categories

    SORT b.rating DESC
    LIMIT 1

    FOR n IN 1..1 OUTBOUND b BusinessNeighborhood
        RETURN n.neighborhood_name"
Q039,List all businesses with rating 3.5,simple,document_filter,,,DeepSeek-Coder,deepseek-coder:6.7b,"FOR b IN Businesses
    FILTER b.rating == 3.5
    RETURN {
        business_id: b.business_id,
        name: b.name,
        full_address: b.full_address,
        city: b.city,
        latitude: b.latitude,
        longitude: b.longitude,
        review_count: b.review_count,
        is_open: b.is_open,
        rating: b.rating,
        state: b.state
    }","
FOR b IN Businesses
    FILTER b.rating == 3.5

    RETURN {
        business_id: b.business_id,
        name: b.name,
        city: b.city,
        state: b.state,
        rating: b.rating
    }
",4.843133449554443,,True,,No LIMIT detected. A LIMIT is recommended for queries that may return many documents.,False,full_address | latitude | longitude,False,Blocked by PrivacyFilter,True,,16624.0,,False,privacy_blocked,RAG + Agent,False,0,"FOR b IN Businesses
    FILTER b.rating == 3.5
    RETURN {
        business_id: b.business_id,
        name: b.name,
        full_address: b.full_address,
        city: b.city,
        latitude: b.latitude,
        longitude: b.longitude,
        review_count: b.review_count,
        is_open: b.is_open,
        rating: b.rating,
        state: b.state
    }","FOR b IN Businesses
    FILTER b.rating == 3.5
    RETURN {
        business_id: b.business_id,
        name: b.name,
        full_address: b.full_address,
        city: b.city,
        latitude: b.latitude,
        longitude: b.longitude,
        review_count: b.review_count,
        is_open: b.is_open,
        rating: b.rating,
        state: b.state
    }"
